Strength,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
52.91,0.7891523692341886,0.9097515870967645,0.886385483269563,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.7626928742409262
39.36,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.7626928742409262
56.14,0.7259333917308735,0.31838590733322025,0.1419100542186349,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,1.0
40.56,0.7891523692341886,0.5537139710666705,0.43816661291128023,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.7626928742409262
42.62,0.9230441508230056,0.9670608428151677,0.9585326067830668,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.8801774911790595
41.84,0.8598251733196904,0.37569516305162354,0.21405717773213873,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.8801774911790595
28.24,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.5647902515035872
8.06,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.18620871225853083
44.21,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.8801774911790595
52.52,0.7891523692341886,0.9097515870967645,0.886385483269563,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,1.0
53.3,0.7891523692341886,0.9097515870967645,0.886385483269563,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.9489015864994571
41.15,0.7891523692341886,0.5537139710666705,0.43816661291128023,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.9489015864994571
52.12,0.7259333917308735,0.31838590733322025,0.1419100542186349,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.8801774911790595
37.43,0.8598251733196904,0.37569516305162354,0.21405717773213873,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.5647902515035872
38.6,0.9230441508230056,0.9670608428151677,0.9585326067830668,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.32982101762732063
55.26,0.6552605876453717,0.49640471534826736,0.3660194893977764,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,1.0
52.91,0.5751383705737343,0.6005390424601487,0.4971151050353728,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,1.0
41.72,0.39980883662240485,0.6389678375335592,0.5454934514277892,0.6437197722740828,0.9649193362935747,0.5599166376251326,0.6409795335394914,0.8801774911790595
42.13,0.9230441508230056,0.9670608428151677,0.9585326067830668,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.9489015864994571
53.69,0.37324650790927505,0.7317327790817176,0.6622760480904217,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,1.0
38.41,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.9489015864994571
30.08,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.5647902515035872
37.72,0.7090301521625513,0.6578482981785518,0.5692622285488766,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.7626928742409262
42.23,0.9230441508230056,0.9670608428151677,0.9585326067830668,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.7626928742409262
36.25,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.8801774911790595
50.46,0.7259333917308735,0.31838590733322025,0.1419100542186349,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.7626928742409262
43.7,0.8598251733196904,0.37569516305162354,0.21405717773213873,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,1.0
39.0,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,1.0
53.1,0.7891523692341886,0.9097515870967645,0.886385483269563,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.8801774911790595
41.54,0.8598251733196904,0.37569516305162354,0.21405717773213873,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.7626928742409262
35.08,0.8598251733196904,0.37569516305162354,0.21405717773213873,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.32982101762732063
15.05,0.7380906159011196,0.8878957939743637,0.8588710340567618,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.18620871225853083
40.76,0.7891523692341886,0.5537139710666705,0.43816661291128023,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.8801774911790595
26.26,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.32982101762732063
32.82,0.7891523692341886,0.5537139710666705,0.43816661291128023,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.32982101762732063
39.78,0.7090301521625513,0.6578482981785518,0.5692622285488766,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.8801774911790595
46.93,0.37324650790927505,0.7317327790817176,0.6622760480904217,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.8801774911790595
33.12,0.507138289498092,0.7890420348001208,0.7344231716039253,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.7626928742409262
49.19,0.6552605876453717,0.49640471534826736,0.3660194893977764,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.7626928742409262
14.59,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.32982101762732063
14.64,0.39980883662240485,0.6389678375335592,0.5454934514277892,0.6437197722740828,0.9649193362935747,0.5599166376251326,0.6409795335394914,0.32982101762732063
41.93,0.9230441508230056,0.9670608428151677,0.9585326067830668,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,1.0
9.13,0.39980883662240485,0.6389678375335592,0.5454934514277892,0.6437197722740828,0.9649193362935747,0.5599166376251326,0.6409795335394914,0.18620871225853083
50.95,0.6552605876453717,0.49640471534826736,0.3660194893977764,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.8801774911790595
33.02,0.7090301521625513,0.6578482981785518,0.5692622285488766,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.5647902515035872
54.38,0.6552605876453717,0.49640471534826736,0.3660194893977764,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.9489015864994571
51.73,0.5751383705737343,0.6005390424601487,0.4971151050353728,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.9489015864994571
9.87,0.6669878402288845,0.8574619084517834,0.8205575492580341,0.6437197722740828,0.9649193362935747,0.5386680006514908,0.6993159056165297,0.18620871225853083
50.66,0.37324650790927505,0.7317327790817176,0.6622760480904217,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.9489015864994571
48.7,0.5751383705737343,0.6005390424601487,0.4971151050353728,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.8801774911790595
55.06,0.7259333917308735,0.31838590733322025,0.1419100542186349,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.9489015864994571
44.7,0.188292972987389,0.7567020573527947,0.6937100910017129,0.6437197722740828,0.9649193362935747,0.7495774885993534,0.5965943206104747,0.9976621081171929
30.28,0.7090301521625513,0.6578482981785518,0.5692622285488766,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.0,0.32982101762732063
40.86,0.37324650790927505,0.7317327790817176,0.6622760480904217,0.8867866986162563,0.9999999999999999,0.4239359214360192,0.2344897418200098,0.5647902515035872
71.99,0.9355451305590043,0.9724115957584745,0.9652687164856226,0.25632845910160373,0.909009037904961,0.9382143425548364,0.5798681676921209,0.5647902515035872
34.4,0.7796026930138642,0.7306491198726786,0.6609118200295088,0.47242202766540053,0.3637497400496555,0.40616202601011153,0.47149340360356895,0.18620871225853083
28.8,0.6733414486654441,0.8144524700960882,0.7664125909542341,0.5166259749027899,0.33093028789809525,0.7493101619246723,0.057505505589171335,0.18620871225853083
33.4,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.18620871225853083
36.3,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.3076980620664118,0.4883999514759515,0.43592213512408406,0.5888551217019131,0.18620871225853083
29.0,0.7812048977672181,0.5504491789902504,0.434056537597429,0.05467003973612261,0.5352641454955046,0.17308458502548874,1.0,0.18620871225853083
37.8,0.9230441508230056,0.6111313416473347,0.510449843170953,0.5610530857868481,0.3379298902089731,0.17308458502548874,0.5343006368341783,0.18620871225853083
40.2,0.9154166075553554,0.6076488903045583,0.5060657547020393,0.17457087693368045,0.6004302707403252,0.17308458502548874,0.6760515835306062,0.18620871225853083
33.4,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.18620871225853083
28.1,0.8025805064922018,0.5593293575743579,0.4452358721237337,0.36715507155851235,0.40063082846901166,0.17308458502548874,0.8641001722295218,0.18620871225853083
41.3,0.9902542050253196,0.995828539662738,0.9947485120786961,0.2150432001226532,0.5733528820334538,0.17308458502548874,0.7955829528061056,0.18620871225853083
33.4,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.18620871225853083
25.2,0.6837835387406219,0.7604763051277539,0.698461524552491,0.34730969103705167,0.43473242522923206,0.17308458502548874,0.7663808022954459,0.18620871225853083
41.1,0.8226237016624287,0.5529016556245607,0.43714398189297143,0.2698266915100236,0.3884659917157867,0.46803082325412504,0.7027474244684893,0.18620871225853083
35.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.18620871225853083
28.3,0.6929358534167496,0.8338768916786166,0.7908661652595625,0.5819847377943894,0.3677525166696884,0.4558847505944641,0.20490662752815503,0.18620871225853083
28.6,0.7883623423608603,0.6730682334028752,0.5884227381861389,0.3308628639830209,0.45638290305409435,0.9737225202420134,0.03573706160783807,0.18620871225853083
35.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.18620871225853083
24.4,0.61926657496429,0.7460594026175562,0.680311959826049,0.24367798229398296,0.38485288735927115,0.6338775198041695,0.5888551217019131,0.18620871225853083
35.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.18620871225853083
39.3,0.8757529203570926,0.7135303455929483,0.639360845289439,0.5988140581209569,0.38302206731171434,0.27879648661189904,0.34165751895629093,0.18620871225853083
40.6,0.8045844464940846,0.7303774891212784,0.6605698616996427,0.25535935239040963,0.5226703246550208,0.46181624930376586,0.46917558026710715,0.18620871225853083
35.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.18620871225853083
24.1,0.7186966403038948,0.7303774891212784,0.6605698616996427,0.5117820962314141,0.3512477685096951,0.46181624930376586,0.46917558026710715,0.18620871225853083
46.2,0.7796026930138642,0.7306491198726786,0.6609118200295088,0.47242202766540053,0.3637497400496555,0.40616202601011153,0.47149340360356895,0.32982101762732063
42.8,0.6733414486654441,0.8144524700960882,0.7664125909542341,0.5166259749027899,0.33093028789809525,0.7493101619246723,0.057505505589171335,0.32982101762732063
49.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.32982101762732063
46.8,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.3076980620664118,0.4883999514759515,0.43592213512408406,0.5888551217019131,0.32982101762732063
45.7,0.7812048977672181,0.5504491789902504,0.434056537597429,0.05467003973612261,0.5352641454955046,0.17308458502548874,1.0,0.32982101762732063
55.6,0.9230441508230056,0.6111313416473347,0.510449843170953,0.5610530857868481,0.3379298902089731,0.17308458502548874,0.5343006368341783,0.32982101762732063
54.9,0.9154166075553554,0.6076488903045583,0.5060657547020393,0.17457087693368045,0.6004302707403252,0.17308458502548874,0.6760515835306062,0.32982101762732063
49.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.32982101762732063
34.9,0.8025805064922018,0.5593293575743579,0.4452358721237337,0.36715507155851235,0.40063082846901166,0.17308458502548874,0.8641001722295218,0.32982101762732063
46.9,0.9902542050253196,0.995828539662738,0.9947485120786961,0.2150432001226532,0.5733528820334538,0.17308458502548874,0.7955829528061056,0.32982101762732063
49.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.32982101762732063
33.4,0.6837835387406219,0.7604763051277539,0.698461524552491,0.34730969103705167,0.43473242522923206,0.17308458502548874,0.7663808022954459,0.32982101762732063
54.1,0.8226237016624287,0.5529016556245607,0.43714398189297143,0.2698266915100236,0.3884659917157867,0.46803082325412504,0.7027474244684893,0.32982101762732063
55.9,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.32982101762732063
49.8,0.6929358534167496,0.8338768916786166,0.7908661652595625,0.5819847377943894,0.3677525166696884,0.4558847505944641,0.20490662752815503,0.32982101762732063
47.1,0.7883623423608603,0.6730682334028752,0.5884227381861389,0.3308628639830209,0.45638290305409435,0.9737225202420134,0.03573706160783807,0.32982101762732063
55.9,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.32982101762732063
38.0,0.61926657496429,0.7460594026175562,0.680311959826049,0.24367798229398296,0.38485288735927115,0.6338775198041695,0.5888551217019131,0.32982101762732063
55.9,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.32982101762732063
56.1,0.8757529203570926,0.7135303455929483,0.639360845289439,0.5988140581209569,0.38302206731171434,0.27879648661189904,0.34165751895629093,0.32982101762732063
59.09,0.8045844464940846,0.7303774891212784,0.6605698616996427,0.25535935239040963,0.5226703246550208,0.46181624930376586,0.46917558026710715,0.32982101762732063
22.9,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.32982101762732063
35.1,0.7186966403038948,0.7303774891212784,0.6605698616996427,0.5117820962314141,0.3512477685096951,0.46181624930376586,0.46917558026710715,0.32982101762732063
61.09,0.7796026930138642,0.7306491198726786,0.6609118200295088,0.47242202766540053,0.3637497400496555,0.40616202601011153,0.47149340360356895,0.5647902515035872
59.8,0.6733414486654441,0.8144524700960882,0.7664125909542341,0.5166259749027899,0.33093028789809525,0.7493101619246723,0.057505505589171335,0.5647902515035872
60.29,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.5647902515035872
61.8,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.3076980620664118,0.4883999514759515,0.43592213512408406,0.5888551217019131,0.5647902515035872
56.7,0.7812048977672181,0.5504491789902504,0.434056537597429,0.05467003973612261,0.5352641454955046,0.17308458502548874,1.0,0.5647902515035872
68.3,0.9230441508230056,0.6111313416473347,0.510449843170953,0.5610530857868481,0.3379298902089731,0.17308458502548874,0.5343006368341783,0.5647902515035872
66.9,0.9154166075553554,0.6076488903045583,0.5060657547020393,0.17457087693368045,0.6004302707403252,0.17308458502548874,0.6760515835306062,0.5647902515035872
60.29,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.5647902515035872
50.7,0.8025805064922018,0.5593293575743579,0.4452358721237337,0.36715507155851235,0.40063082846901166,0.17308458502548874,0.8641001722295218,0.5647902515035872
56.4,0.9902542050253196,0.995828539662738,0.9947485120786961,0.2150432001226532,0.5733528820334538,0.17308458502548874,0.7955829528061056,0.5647902515035872
60.29,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.5647902515035872
55.5,0.6837835387406219,0.7604763051277539,0.698461524552491,0.34730969103705167,0.43473242522923206,0.17308458502548874,0.7663808022954459,0.5647902515035872
68.5,0.8226237016624287,0.5529016556245607,0.43714398189297143,0.2698266915100236,0.3884659917157867,0.46803082325412504,0.7027474244684893,0.5647902515035872
71.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.5647902515035872
74.7,0.6929358534167496,0.8338768916786166,0.7908661652595625,0.5819847377943894,0.3677525166696884,0.4558847505944641,0.20490662752815503,0.5647902515035872
52.2,0.7883623423608603,0.6730682334028752,0.5884227381861389,0.3308628639830209,0.45638290305409435,0.9737225202420134,0.03573706160783807,0.5647902515035872
71.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.5647902515035872
67.7,0.61926657496429,0.7460594026175562,0.680311959826049,0.24367798229398296,0.38485288735927115,0.6338775198041695,0.5888551217019131,0.5647902515035872
71.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.5647902515035872
66.0,0.8757529203570926,0.7135303455929483,0.639360845289439,0.5988140581209569,0.38302206731171434,0.27879648661189904,0.34165751895629093,0.5647902515035872
74.5,0.8045844464940846,0.7303774891212784,0.6605698616996427,0.25535935239040963,0.5226703246550208,0.46181624930376586,0.46917558026710715,0.5647902515035872
71.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.5647902515035872
49.9,0.7186966403038948,0.7303774891212784,0.6605698616996427,0.5117820962314141,0.3512477685096951,0.46181624930376586,0.46917558026710715,0.5647902515035872
63.4,0.7796026930138642,0.7306491198726786,0.6609118200295088,0.47242202766540053,0.3637497400496555,0.40616202601011153,0.47149340360356895,0.6822748684417206
64.9,0.6733414486654441,0.8144524700960882,0.7664125909542341,0.5166259749027899,0.33093028789809525,0.7493101619246723,0.057505505589171335,0.6822748684417206
64.3,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.6822748684417206
64.9,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.3076980620664118,0.4883999514759515,0.43592213512408406,0.5888551217019131,0.6822748684417206
60.2,0.7812048977672181,0.5504491789902504,0.434056537597429,0.05467003973612261,0.5352641454955046,0.17308458502548874,1.0,0.6822748684417206
72.3,0.9230441508230056,0.6111313416473347,0.510449843170953,0.5610530857868481,0.3379298902089731,0.17308458502548874,0.5343006368341783,0.6822748684417206
69.3,0.9154166075553554,0.6076488903045583,0.5060657547020393,0.17457087693368045,0.6004302707403252,0.17308458502548874,0.6760515835306062,0.6822748684417206
64.3,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.6822748684417206
55.2,0.8025805064922018,0.5593293575743579,0.4452358721237337,0.36715507155851235,0.40063082846901166,0.17308458502548874,0.8641001722295218,0.6822748684417206
58.8,0.9902542050253196,0.995828539662738,0.9947485120786961,0.2150432001226532,0.5733528820334538,0.17308458502548874,0.7955829528061056,0.6822748684417206
64.3,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.6822748684417206
66.1,0.6837835387406219,0.7604763051277539,0.698461524552491,0.34730969103705167,0.43473242522923206,0.17308458502548874,0.7663808022954459,0.6822748684417206
73.7,0.8226237016624287,0.5529016556245607,0.43714398189297143,0.2698266915100236,0.3884659917157867,0.46803082325412504,0.7027474244684893,0.6822748684417206
77.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.6822748684417206
80.2,0.6929358534167496,0.8338768916786166,0.7908661652595625,0.5819847377943894,0.3677525166696884,0.4558847505944641,0.20490662752815503,0.6822748684417206
54.9,0.7883623423608603,0.6730682334028752,0.5884227381861389,0.3308628639830209,0.45638290305409435,0.9737225202420134,0.03573706160783807,0.6822748684417206
77.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.6822748684417206
72.99,0.61926657496429,0.7460594026175562,0.680311959826049,0.24367798229398296,0.38485288735927115,0.6338775198041695,0.5888551217019131,0.6822748684417206
77.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.6822748684417206
71.7,0.8757529203570926,0.7135303455929483,0.639360845289439,0.5988140581209569,0.38302206731171434,0.27879648661189904,0.34165751895629093,0.6822748684417206
79.4,0.8045844464940846,0.7303774891212784,0.6605698616996427,0.25535935239040963,0.5226703246550208,0.46181624930376586,0.46917558026710715,0.6822748684417206
77.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.6822748684417206
59.89,0.7186966403038948,0.7303774891212784,0.6605698616996427,0.5117820962314141,0.3512477685096951,0.46181624930376586,0.46917558026710715,0.6822748684417206
64.9,0.7796026930138642,0.7306491198726786,0.6609118200295088,0.47242202766540053,0.3637497400496555,0.40616202601011153,0.47149340360356895,0.7645657604157807
66.6,0.6733414486654441,0.8144524700960882,0.7664125909542341,0.5166259749027899,0.33093028789809525,0.7493101619246723,0.057505505589171335,0.7645657604157807
65.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.7645657604157807
66.7,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.3076980620664118,0.4883999514759515,0.43592213512408406,0.5888551217019131,0.7645657604157807
62.5,0.7812048977672181,0.5504491789902504,0.434056537597429,0.05467003973612261,0.5352641454955046,0.17308458502548874,1.0,0.7645657604157807
74.19,0.9230441508230056,0.6111313416473347,0.510449843170953,0.5610530857868481,0.3379298902089731,0.17308458502548874,0.5343006368341783,0.7645657604157807
70.7,0.9154166075553554,0.6076488903045583,0.5060657547020393,0.17457087693368045,0.6004302707403252,0.17308458502548874,0.6760515835306062,0.7645657604157807
65.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.7645657604157807
57.6,0.8025805064922018,0.5593293575743579,0.4452358721237337,0.36715507155851235,0.40063082846901166,0.17308458502548874,0.8641001722295218,0.7645657604157807
59.2,0.9902542050253196,0.995828539662738,0.9947485120786961,0.2150432001226532,0.5733528820334538,0.17308458502548874,0.7955829528061056,0.7645657604157807
65.2,0.8563059531222539,0.5825783283788772,0.4745042049116761,0.32718189589464863,0.4639443255291926,0.17308458502548874,0.7811463858042078,0.7645657604157807
68.1,0.6837835387406219,0.7604763051277539,0.698461524552491,0.34730969103705167,0.43473242522923206,0.17308458502548874,0.7663808022954459,0.7645657604157807
75.5,0.8226237016624287,0.5529016556245607,0.43714398189297143,0.2698266915100236,0.3884659917157867,0.46803082325412504,0.7027474244684893,0.7645657604157807
79.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.7645657604157807
56.5,0.7883623423608603,0.6730682334028752,0.5884227381861389,0.3308628639830209,0.45638290305409435,0.9737225202420134,0.03573706160783807,0.7645657604157807
79.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.7645657604157807
76.8,0.61926657496429,0.7460594026175562,0.680311959826049,0.24367798229398296,0.38485288735927115,0.6338775198041695,0.5888551217019131,0.7645657604157807
79.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.7645657604157807
73.3,0.8757529203570926,0.7135303455929483,0.639360845289439,0.5988140581209569,0.38302206731171434,0.27879648661189904,0.34165751895629093,0.7645657604157807
82.6,0.8045844464940846,0.7303774891212784,0.6605698616996427,0.25535935239040963,0.5226703246550208,0.46181624930376586,0.46917558026710715,0.7645657604157807
79.3,0.7610286096526053,0.7303774891212784,0.6605698616996427,0.4285084218007489,0.39201625627898806,0.46181624930376586,0.46917558026710715,0.7645657604157807
67.8,0.7186966403038948,0.7303774891212784,0.6605698616996427,0.5117820962314141,0.3512477685096951,0.46181624930376586,0.46917558026710715,0.7645657604157807
11.58,0.4677225893296355,0.7721710632328662,0.44390120946173095,0.623688437146269,0.19871510655161362,0.5274041406393195,0.7439084976339441,0.18620871225853083
24.45,0.4677225893296355,0.7721710632328662,0.44390120946173095,0.623688437146269,0.19871510655161362,0.5274041406393195,0.7439084976339441,0.44730563456545386
